@RELATION trainedClassifier/svmLapelModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {lapel-speech,boundry_speech}

@DATA
0.089150,0.011138,2.913539,0.169486,0.174370,0.725434,0.009133,0.138951,-27.303174,1.317428,1.047477,-0.019495,-0.895134,0.048410,0.082749,0.055723,-0.189955,-0.162988,0.076204,0.061203,0.002271,0.010043,0.004588,0.020386,0.014478,0.038374,0.013494,0.028858,0.002043,0.006534,0.009301,0.011402,0.005484,0.020188,0.066433,0.011401,0.392702,0.061768,0.032106,0.497680,0.007400,0.111211,2.536932,0.749727,0.639024,0.443071,0.518993,0.334891,0.351562,0.262601,0.282690,0.229677,0.237902,0.223827,0.199691,0.013025,0.006771,0.021693,0.019003,0.036120,0.019208,0.032908,0.003515,0.008834,0.010548,0.013229,0.007740,0.012534,lapel-speech
0.066666,0.010159,2.950003,0.153298,0.180879,0.574677,0.011851,0.102474,-27.515105,1.497790,1.136747,-0.057119,-0.822090,0.074567,0.056350,0.066708,-0.214945,-0.146566,0.060989,0.036621,0.022716,0.010703,0.004104,0.022887,0.016481,0.049304,0.013569,0.040422,0.001640,0.006208,0.008807,0.012077,0.005591,0.025638,0.051688,0.012579,0.326716,0.052315,0.035070,0.433285,0.010142,0.089580,2.593200,0.658567,0.649474,0.451109,0.524136,0.336598,0.360628,0.255430,0.264315,0.212152,0.221878,0.224029,0.207437,0.013425,0.006599,0.023427,0.020847,0.041987,0.017868,0.045883,0.003069,0.008891,0.009173,0.013189,0.008776,0.013690,lapel-speech
0.059324,0.026699,3.190730,0.116526,0.137389,0.649860,0.007343,0.105535,-24.156768,0.268381,0.488973,-0.331455,-1.286776,-0.007743,0.131772,0.079513,-0.203093,0.041530,-0.000129,0.071894,-0.312039,0.023221,0.008222,0.009117,0.010993,0.015650,0.007676,0.015528,0.005930,0.005290,0.012354,0.016786,0.009729,0.017446,0.018188,0.022064,0.174602,0.014593,0.022769,0.225416,0.003765,0.018954,1.270140,0.770186,0.697886,0.416758,0.388401,0.247257,0.286965,0.239000,0.337841,0.285923,0.252635,0.276743,0.366110,0.028912,0.011156,0.012403,0.013684,0.019053,0.008073,0.024172,0.014997,0.007708,0.014337,0.029880,0.018137,0.009873,lapel-speech
0.074236,0.005989,3.003996,0.146041,0.161640,0.709326,0.011623,0.124165,-27.485863,0.935642,0.820641,-0.162873,-0.799910,-0.013230,0.063220,-0.012805,-0.304227,-0.095516,0.053476,0.169481,-0.025900,0.007548,0.004488,0.015872,0.013720,0.037304,0.015446,0.031457,0.002932,0.008628,0.008831,0.009461,0.005009,0.021376,0.055452,0.006038,0.299649,0.056551,0.036272,0.499000,0.010791,0.096147,2.313506,0.952921,0.712742,0.535613,0.462225,0.348738,0.333067,0.271478,0.289280,0.223473,0.225156,0.224794,0.208654,0.009946,0.007135,0.018358,0.020491,0.037080,0.022708,0.037014,0.004331,0.013166,0.012354,0.012180,0.007502,0.013621,lapel-speech
0.071353,0.007430,3.028245,0.144139,0.162467,0.678787,0.013755,0.119232,-27.223550,1.032820,0.808188,-0.242911,-0.792579,-0.033839,0.062493,-0.060817,-0.304363,-0.111926,0.009021,0.142742,-0.035134,0.007521,0.004337,0.015852,0.014007,0.046041,0.017378,0.035360,0.002969,0.007232,0.007466,0.008244,0.005217,0.024741,0.059418,0.007749,0.281597,0.057169,0.033985,0.518192,0.013392,0.099652,2.212785,0.947406,0.758054,0.520733,0.487045,0.352045,0.350550,0.279869,0.304659,0.248640,0.227406,0.229951,0.221456,0.010353,0.006542,0.020327,0.021432,0.042680,0.026603,0.044906,0.004919,0.010711,0.011000,0.010585,0.008278,0.015342,lapel-speech
0.082163,0.009199,3.013418,0.151583,0.161294,0.739849,0.012334,0.133639,-26.900510,0.850448,0.716854,-0.181443,-0.854479,0.001274,0.088882,-0.014031,-0.268721,-0.108620,0.017362,0.156885,-0.063528,0.008533,0.004622,0.014703,0.011554,0.034266,0.014218,0.029280,0.002849,0.008072,0.008829,0.009403,0.005825,0.020482,0.064150,0.009095,0.303188,0.062331,0.035440,0.513612,0.011645,0.105243,2.312604,0.935109,0.747372,0.548260,0.488821,0.375571,0.338979,0.287311,0.300744,0.256571,0.252275,0.261387,0.249428,0.011340,0.006717,0.018072,0.016682,0.034340,0.022691,0.037102,0.004582,0.012528,0.011855,0.011721,0.009438,0.013568,lapel-speech
0.083468,0.010639,3.034140,0.144748,0.150052,0.768793,0.009993,0.133632,-26.162291,1.042721,0.852984,-0.388610,-0.945327,-0.089029,0.113027,-0.109017,-0.281558,-0.088429,-0.054162,0.121085,-0.072116,0.010813,0.006227,0.010642,0.012558,0.030207,0.021083,0.019176,0.002579,0.009689,0.007833,0.008424,0.009072,0.018022,0.061348,0.009977,0.280997,0.058687,0.034711,0.516608,0.006615,0.091996,2.183241,0.969798,0.792858,0.460900,0.479364,0.385186,0.389192,0.265777,0.289581,0.236702,0.287606,0.207328,0.250708,0.013827,0.010560,0.013125,0.019423,0.032675,0.032445,0.022723,0.003544,0.015265,0.011387,0.013896,0.012863,0.012785,lapel-speech
0.085064,0.008721,2.982209,0.161136,0.171932,0.760704,0.007577,0.135017,-27.416775,1.273785,1.049862,-0.011178,-0.833144,-0.091115,0.165274,-0.033281,-0.291046,-0.160949,-0.066202,0.146941,-0.047731,0.010162,0.003927,0.019072,0.023174,0.035650,0.018363,0.022210,0.001635,0.006028,0.011637,0.012800,0.006024,0.020146,0.061698,0.009479,0.363650,0.063144,0.033587,0.498548,0.005675,0.099844,2.620496,0.811002,0.605818,0.612078,0.438654,0.319474,0.311292,0.248331,0.243200,0.206587,0.202447,0.208306,0.184051,0.010420,0.005534,0.019416,0.030100,0.032781,0.024419,0.023460,0.001466,0.007384,0.013212,0.013234,0.007931,0.011249,lapel-speech
0.084100,0.008242,3.009367,0.148357,0.154025,0.767055,0.011305,0.136451,-27.003298,0.814089,0.732650,-0.312384,-0.905233,-0.037611,0.050713,-0.050188,-0.292462,-0.142565,0.041159,0.158756,-0.058429,0.007292,0.004900,0.013247,0.012937,0.028365,0.015313,0.025794,0.003493,0.008459,0.007914,0.008320,0.006420,0.018362,0.059470,0.008131,0.317255,0.056716,0.033276,0.504936,0.011478,0.094402,2.254504,0.968913,0.709107,0.548967,0.491602,0.377586,0.337082,0.291829,0.299467,0.238488,0.241433,0.225105,0.231783,0.009595,0.007044,0.016123,0.018839,0.031677,0.021974,0.032250,0.005428,0.012263,0.010067,0.010611,0.010710,0.012929,lapel-speech
0.058130,0.009043,3.044519,0.133091,0.159699,0.543616,0.017199,0.096100,-26.898430,1.246348,0.800179,-0.103076,-0.665491,0.095599,0.130627,-0.029216,-0.218332,-0.081325,0.062321,0.163166,-0.023319,0.006565,0.003438,0.016281,0.011101,0.056854,0.011807,0.049128,0.002391,0.006891,0.007218,0.008302,0.004277,0.027566,0.045753,0.008817,0.238990,0.046676,0.032575,0.429660,0.018847,0.080318,2.002599,0.836363,0.674800,0.515877,0.486100,0.349053,0.326807,0.258177,0.284195,0.230628,0.229212,0.216548,0.203416,0.009453,0.005796,0.016956,0.015865,0.044273,0.018639,0.056195,0.004160,0.010701,0.009569,0.010202,0.006884,0.015111,lapel-speech
0.063291,0.009618,3.028795,0.132625,0.155727,0.564077,0.014347,0.100179,-26.501140,1.189711,0.654525,-0.160759,-0.724185,0.093916,0.112022,0.074865,-0.211913,-0.076785,0.061505,0.186597,-0.039779,0.006608,0.003941,0.014927,0.009469,0.046222,0.012954,0.041413,0.002867,0.008048,0.008832,0.009342,0.005081,0.023627,0.049261,0.009194,0.268103,0.046741,0.033137,0.424852,0.013183,0.078264,2.019063,0.846722,0.770752,0.505221,0.520455,0.331258,0.312248,0.273176,0.290838,0.254886,0.239607,0.253282,0.244361,0.008943,0.006273,0.015769,0.013633,0.040546,0.019733,0.045040,0.005329,0.011491,0.011689,0.012642,0.009243,0.012785,lapel-speech
0.065804,0.008275,3.064217,0.141022,0.162607,0.593526,0.016410,0.103572,-27.014608,1.365182,0.726222,-0.069300,-0.603975,0.000943,0.173889,0.014331,-0.184276,-0.086409,0.041150,0.201026,-0.037820,0.005228,0.003796,0.018071,0.010519,0.057026,0.009059,0.051858,0.001947,0.004828,0.009448,0.010111,0.002979,0.027024,0.054562,0.007017,0.228136,0.052099,0.030590,0.453206,0.019207,0.089760,1.891183,0.776387,0.642282,0.472159,0.510572,0.332845,0.289237,0.269800,0.267194,0.229924,0.224427,0.216335,0.192771,0.006840,0.006199,0.018803,0.014857,0.042541,0.012931,0.058232,0.003060,0.007794,0.012963,0.011782,0.004394,0.014748,lapel-speech
0.065640,0.021592,3.049933,0.138931,0.158893,0.615134,0.017636,0.103258,-26.164962,1.076388,0.924322,-0.163573,-0.720706,0.075754,0.095214,0.033549,-0.196281,-0.112832,0.133777,0.160649,0.032057,0.005421,0.002733,0.015968,0.011296,0.054211,0.012540,0.043650,0.001672,0.008164,0.005882,0.008024,0.003667,0.026301,0.053380,0.021028,0.225008,0.048789,0.031674,0.465235,0.019423,0.083141,2.000284,0.791568,0.688529,0.549694,0.474692,0.348798,0.339476,0.275025,0.286417,0.215491,0.193587,0.195520,0.206182,0.008361,0.004446,0.015425,0.014204,0.043588,0.022749,0.054382,0.002963,0.014477,0.008135,0.011495,0.005996,0.014429,lapel-speech
0.055630,0.008758,3.047957,0.126149,0.154647,0.517368,0.017398,0.092314,-26.779442,1.123693,0.722706,-0.067743,-0.723231,0.130707,0.115084,0.027150,-0.280760,-0.049303,0.067795,0.177135,-0.023347,0.005803,0.003814,0.015497,0.010100,0.054324,0.013324,0.047034,0.003089,0.007042,0.006224,0.008390,0.003733,0.026457,0.043212,0.008459,0.234612,0.043405,0.033619,0.407766,0.019115,0.073540,2.050655,0.848826,0.728562,0.525478,0.496235,0.328308,0.335382,0.265843,0.301152,0.238432,0.233668,0.231928,0.217634,0.008103,0.005994,0.016548,0.014797,0.043751,0.020317,0.052560,0.005434,0.010804,0.008329,0.011147,0.006081,0.014711,lapel-speech
0.059738,0.008666,3.057189,0.130509,0.155104,0.562807,0.015757,0.099583,-26.819284,1.162731,0.741806,-0.088926,-0.714530,0.109195,0.085433,0.027313,-0.281986,-0.089993,0.075103,0.185613,-0.047832,0.007285,0.003784,0.014525,0.010549,0.046678,0.014527,0.043099,0.002540,0.007706,0.009061,0.009987,0.004869,0.025090,0.044916,0.008337,0.250023,0.045292,0.033420,0.421090,0.016335,0.077335,2.037697,0.874969,0.747254,0.506202,0.482139,0.344548,0.334747,0.275352,0.286313,0.242659,0.231980,0.238709,0.223558,0.010020,0.006051,0.016154,0.014682,0.041016,0.021618,0.049080,0.004250,0.011662,0.011786,0.013153,0.007932,0.014569,lapel-speech
0.094336,0.028081,3.052866,0.175097,0.179548,0.629667,0.012561,0.140555,-25.427695,1.612246,0.081937,-0.050819,-0.818053,0.051004,-0.057600,-0.232067,-0.514091,-0.399635,0.096241,0.203365,0.034276,0.008332,0.002924,0.018485,0.022252,0.039897,0.020726,0.026417,0.003744,0.013671,0.006330,0.005818,0.002147,0.025097,0.090004,0.023751,0.343934,0.078029,0.028887,0.654925,0.011426,0.144586,1.732828,0.779653,0.734340,0.470411,0.348605,0.377454,0.399602,0.349869,0.316995,0.426574,0.478050,0.374289,0.274781,0.013581,0.005132,0.026453,0.034240,0.046688,0.030525,0.034167,0.009172,0.022778,0.008761,0.007066,0.003304,0.015831,lapel-speech
0.056375,0.008623,3.097658,0.167339,0.204455,0.428821,0.011523,0.070886,-26.288050,1.839027,1.200785,0.421671,-0.732114,0.090841,0.190230,0.076941,-0.264003,-0.064265,0.147260,0.184139,0.003284,0.011079,0.001347,0.032537,0.007814,0.071595,0.006617,0.052116,0.000538,0.005827,0.009386,0.017009,0.003018,0.027857,0.032298,0.009973,0.133218,0.039978,0.015703,0.356615,0.013095,0.087149,0.735390,0.421429,0.351886,0.204666,0.295906,0.198541,0.223807,0.166418,0.227523,0.154472,0.179904,0.156221,0.166098,0.013158,0.001592,0.022286,0.008577,0.041367,0.006971,0.039553,0.000749,0.008893,0.008994,0.015621,0.003814,0.009388,lapel-speech
0.067481,0.010324,3.072515,0.155807,0.176465,0.576233,0.014945,0.108515,-26.690393,1.310383,0.840391,0.039030,-0.704709,0.071098,-0.109220,-0.006379,-0.233852,-0.220001,0.039496,-0.033247,-0.140088,0.010884,0.004134,0.026287,0.016746,0.051468,0.011039,0.038285,0.001579,0.006328,0.006733,0.011174,0.005689,0.027880,0.058294,0.010988,0.239339,0.058784,0.031375,0.512753,0.014426,0.109159,1.829694,0.754755,0.628284,0.578061,0.384552,0.360105,0.331935,0.282078,0.320740,0.314475,0.349700,0.321618,0.293180,0.013309,0.006625,0.027719,0.021571,0.041984,0.017601,0.050082,0.002753,0.009783,0.009590,0.014346,0.010255,0.014511,lapel-speech
0.055181,0.006159,3.107553,0.157648,0.195593,0.392496,0.007268,0.070771,-26.003591,1.857825,1.064899,0.484195,-0.719846,0.166168,0.179723,-0.005712,-0.321873,-0.250250,0.120271,0.015794,-0.150169,0.026935,0.004388,0.027119,0.011099,0.056045,0.008674,0.044769,0.001265,0.006505,0.010517,0.027608,0.002250,0.027640,0.032193,0.004078,0.167750,0.035113,0.015572,0.322468,0.004849,0.078860,0.875333,0.375554,0.380027,0.284562,0.259123,0.215499,0.252869,0.242741,0.204331,0.196081,0.204286,0.202081,0.196073,0.027505,0.006667,0.020651,0.011020,0.036713,0.011682,0.035982,0.002272,0.010245,0.010563,0.019732,0.002142,0.008786,lapel-speech
0.065769,0.022501,3.087931,0.159674,0.184823,0.532869,0.015164,0.100826,-25.491968,1.409993,0.764087,-0.046684,-0.608177,0.075045,0.005855,0.086733,-0.231207,-0.314031,-0.080230,-0.068559,-0.148453,0.011857,0.005244,0.026499,0.016605,0.058016,0.009974,0.038897,0.002029,0.004826,0.004352,0.008489,0.003699,0.027709,0.054906,0.024093,0.228663,0.059156,0.032744,0.463013,0.015347,0.105873,2.007729,0.737337,0.651949,0.631759,0.345061,0.371172,0.316432,0.295362,0.306610,0.304507,0.320875,0.365056,0.333354,0.016311,0.008548,0.027345,0.023166,0.048342,0.017327,0.042741,0.003842,0.010139,0.005162,0.010461,0.006148,0.013997,lapel-speech
0.063205,0.018992,3.080303,0.154909,0.179420,0.513569,0.013141,0.097310,-25.611628,1.605005,0.736347,0.024410,-0.712175,0.098995,-0.009848,0.060804,-0.208742,-0.179980,0.026436,-0.042775,-0.185399,0.015737,0.006028,0.025403,0.013019,0.051365,0.009117,0.044691,0.002112,0.005648,0.007637,0.012644,0.006145,0.028491,0.053996,0.016607,0.218082,0.053683,0.027752,0.470669,0.011388,0.100209,1.662372,0.614280,0.590663,0.497500,0.364552,0.346019,0.326532,0.260699,0.272025,0.302387,0.313256,0.321344,0.315218,0.019924,0.010377,0.025150,0.018016,0.045024,0.014738,0.049012,0.003691,0.009367,0.010658,0.016442,0.011071,0.013738,lapel-speech
0.077792,0.007796,3.063041,0.172862,0.187433,0.637522,0.009816,0.118540,-26.949610,1.543937,0.985774,-0.014484,-0.740399,-0.061610,-0.029604,0.088678,-0.222319,-0.218480,-0.035533,-0.030598,-0.157065,0.019874,0.006304,0.028513,0.015263,0.043080,0.011771,0.030892,0.001311,0.006730,0.009119,0.013828,0.008387,0.025697,0.053693,0.007522,0.282168,0.055840,0.030023,0.474660,0.007368,0.111130,1.775924,0.703188,0.597491,0.467608,0.377892,0.330068,0.329946,0.267330,0.272381,0.300168,0.314761,0.305881,0.298949,0.023471,0.011949,0.028093,0.020558,0.040488,0.017948,0.034273,0.002093,0.010659,0.011612,0.018127,0.012609,0.012074,lapel-speech
0.063247,0.008786,3.052721,0.132399,0.158217,0.551490,0.010087,0.099634,-26.568531,1.676062,0.962641,0.035419,-0.541486,0.220506,0.242965,0.068873,-0.273771,-0.161604,0.040945,0.185813,-0.003008,0.008340,0.003140,0.026452,0.016552,0.053652,0.013093,0.040285,0.002244,0.005738,0.011136,0.009972,0.003788,0.025311,0.051645,0.007974,0.249653,0.050151,0.030343,0.461919,0.007994,0.086174,1.930853,0.798879,0.583499,0.477763,0.395550,0.321930,0.286945,0.282578,0.251775,0.232195,0.216425,0.210031,0.204472,0.011342,0.004492,0.023333,0.019079,0.038763,0.018077,0.040214,0.003507,0.008181,0.014078,0.011344,0.005692,0.011873,lapel-speech
0.063941,0.009229,3.032721,0.133994,0.156187,0.583097,0.014876,0.101684,-26.708116,1.230171,0.966717,0.035332,-0.607867,0.209002,0.330523,0.082798,-0.200806,-0.147637,0.047944,0.167958,-0.063516,0.010006,0.003136,0.022191,0.011926,0.055362,0.010616,0.039774,0.002552,0.005149,0.008116,0.008422,0.003647,0.024220,0.046608,0.010339,0.272643,0.044555,0.031389,0.441288,0.018360,0.081506,1.939123,0.871416,0.560614,0.424852,0.436120,0.302993,0.313342,0.247039,0.286705,0.197834,0.231032,0.191602,0.182990,0.012580,0.005028,0.021909,0.015406,0.043651,0.016361,0.042597,0.003662,0.007374,0.010341,0.008667,0.005016,0.013201,lapel-speech
0.061462,0.008368,3.042928,0.128319,0.153347,0.555285,0.016541,0.098032,-26.825902,1.225848,0.645701,-0.075582,-0.660287,0.293819,0.388013,0.098353,-0.218856,-0.169455,0.097740,0.119796,-0.065887,0.007481,0.006833,0.015035,0.011785,0.049980,0.008793,0.036711,0.002358,0.004226,0.008474,0.007577,0.004961,0.021762,0.044543,0.010286,0.282644,0.046195,0.036713,0.457195,0.019518,0.078789,2.147472,1.094262,0.741539,0.558975,0.467282,0.420546,0.374627,0.285103,0.286363,0.253176,0.218380,0.210254,0.236120,0.009590,0.012194,0.015459,0.016740,0.043618,0.010228,0.046217,0.003009,0.005187,0.010599,0.009015,0.008913,0.014659,lapel-speech
0.067518,0.015368,3.076650,0.142321,0.162264,0.535338,0.012716,0.098067,-26.572848,1.582526,0.815070,-0.006952,-0.554420,0.070956,0.150425,0.097454,-0.188000,-0.099786,0.144939,0.209539,-0.001693,0.005008,0.003060,0.021532,0.010817,0.061719,0.012361,0.049544,0.001833,0.009581,0.004578,0.007412,0.004716,0.029246,0.066983,0.012996,0.217362,0.059242,0.033946,0.522932,0.012647,0.106041,2.294979,0.790063,0.713262,0.478900,0.448549,0.282491,0.342511,0.279487,0.244708,0.210561,0.170071,0.223318,0.190278,0.007237,0.005752,0.023101,0.016834,0.047578,0.018345,0.051165,0.003113,0.015629,0.005515,0.010430,0.009205,0.014518,lapel-speech
0.072055,0.005961,3.023544,0.144132,0.165850,0.633403,0.010804,0.109350,-27.490251,1.204513,0.745013,-0.011917,-0.681845,0.146221,0.270539,0.043880,-0.264629,-0.146301,0.056478,0.165618,-0.027332,0.007104,0.004332,0.023075,0.015978,0.042542,0.012122,0.035607,0.002643,0.005704,0.007374,0.008042,0.003475,0.022076,0.049028,0.006945,0.268956,0.050701,0.033846,0.469961,0.009440,0.081879,2.524824,0.855986,0.651742,0.492295,0.429221,0.334469,0.313707,0.282128,0.266043,0.219025,0.208720,0.194480,0.187969,0.009126,0.006519,0.023917,0.021744,0.038341,0.016074,0.041848,0.003590,0.008676,0.008521,0.008188,0.004986,0.013392,lapel-speech
0.066461,0.004938,3.019408,0.133477,0.153570,0.631893,0.010143,0.108673,-27.249630,1.091161,0.848168,-0.015870,-0.606122,0.261362,0.308705,0.143149,-0.213925,-0.100250,0.100061,0.186615,-0.029891,0.007989,0.004705,0.023268,0.010196,0.046609,0.008220,0.036258,0.003119,0.006064,0.006802,0.007955,0.003846,0.021277,0.047713,0.005337,0.264696,0.046670,0.031252,0.451295,0.008845,0.078116,2.045809,0.853452,0.657127,0.528811,0.471423,0.327799,0.330806,0.286291,0.275105,0.219551,0.216837,0.213806,0.184471,0.009904,0.006994,0.020198,0.011833,0.036302,0.010883,0.041123,0.004839,0.008351,0.007986,0.008471,0.005917,0.012282,lapel-speech
0.087840,0.009151,2.981407,0.168407,0.171081,0.701504,0.011455,0.137497,-27.305876,1.063664,0.516389,0.006483,-0.782974,0.113340,-0.015149,-0.039750,-0.276223,-0.291874,0.012519,-0.019947,-0.164906,0.013099,0.004972,0.019482,0.013850,0.033576,0.010408,0.027040,0.003057,0.005150,0.006946,0.010426,0.005854,0.020779,0.074640,0.010268,0.337479,0.069564,0.034071,0.573863,0.009038,0.122943,2.334113,1.016357,0.746458,0.635030,0.485503,0.406668,0.347659,0.322522,0.306937,0.304138,0.321112,0.302163,0.314743,0.018631,0.007524,0.023484,0.020809,0.035997,0.016330,0.035790,0.005590,0.008031,0.010069,0.014129,0.010136,0.013888,lapel-speech
0.090839,0.007824,2.964020,0.168266,0.169687,0.713389,0.012503,0.139802,-27.538621,0.856655,0.445771,0.052164,-0.763804,0.100123,0.005090,-0.048952,-0.281392,-0.294870,0.016188,-0.007787,-0.135672,0.011230,0.004833,0.018104,0.014147,0.033517,0.009806,0.024349,0.003060,0.004887,0.005970,0.008714,0.005161,0.019280,0.073479,0.008895,0.365548,0.068239,0.035050,0.570708,0.010538,0.121734,2.394401,1.101563,0.765045,0.635920,0.453898,0.392304,0.354876,0.317870,0.309166,0.312221,0.330172,0.318702,0.309977,0.016474,0.007481,0.021842,0.021758,0.035985,0.015048,0.032080,0.005519,0.007384,0.008370,0.011657,0.008315,0.013598,lapel-speech
0.055533,0.017454,3.028002,0.123797,0.162952,0.378195,0.016149,0.084562,-26.055651,1.573730,0.360531,-0.041367,-1.013083,0.161219,0.102919,0.031037,-0.208806,-0.236694,-0.090610,-0.054422,-0.215372,0.020481,0.005924,0.022132,0.012096,0.035343,0.008745,0.023677,0.002366,0.003597,0.013979,0.019365,0.010884,0.024565,0.049184,0.017837,0.319934,0.049927,0.036384,0.459389,0.015884,0.085470,2.326836,0.871759,0.676934,0.621575,0.458394,0.374913,0.346587,0.291952,0.295344,0.340481,0.320053,0.333365,0.348357,0.026383,0.009992,0.026303,0.018003,0.039617,0.012622,0.032193,0.004369,0.004972,0.017547,0.022616,0.020478,0.013432,lapel-speech
0.045083,0.024542,3.079732,0.178076,0.250219,0.259500,0.015514,0.034245,-25.343642,2.046398,0.856403,0.444128,-0.571625,0.030372,0.322770,0.069571,-0.156848,-0.068547,0.020684,0.064626,0.018593,0.008293,0.002069,0.027593,0.009674,0.077981,0.006326,0.067236,0.000807,0.003641,0.010094,0.018209,0.002017,0.032045,0.022527,0.025724,0.164761,0.023856,0.013393,0.164638,0.014776,0.032772,0.677788,0.270561,0.386983,0.239492,0.284825,0.212620,0.228599,0.188977,0.226575,0.171184,0.165174,0.153743,0.150180,0.007470,0.003114,0.019212,0.008646,0.041034,0.007125,0.055554,0.001100,0.003793,0.009681,0.014158,0.002290,0.010158,lapel-speech
0.048673,0.014779,2.996852,0.123089,0.168752,0.326631,0.018340,0.070475,-26.840511,1.403029,0.537031,0.222111,-0.765476,0.235702,0.153214,-0.039905,-0.269939,-0.321918,-0.035437,0.045578,-0.042194,0.010896,0.004300,0.023091,0.015106,0.051322,0.013877,0.039891,0.001796,0.004229,0.007845,0.011990,0.004826,0.027310,0.034142,0.016602,0.328938,0.038317,0.038443,0.313130,0.015976,0.061655,2.485793,0.922387,0.715896,0.567108,0.451322,0.361318,0.333096,0.314990,0.344335,0.331343,0.347808,0.295732,0.290838,0.014249,0.006951,0.023340,0.022021,0.041755,0.022323,0.047080,0.003327,0.007010,0.010832,0.015001,0.008525,0.013905,lapel-speech
0.048241,0.014346,2.978477,0.124289,0.170725,0.313202,0.015753,0.070999,-27.123794,1.355377,0.421235,0.255461,-0.869513,0.246533,0.172295,0.004369,-0.234052,-0.284798,-0.030093,0.034567,-0.095007,0.012549,0.005032,0.024095,0.013380,0.049430,0.009480,0.036385,0.002290,0.004042,0.006604,0.012383,0.005355,0.025514,0.032059,0.017433,0.320838,0.037323,0.039140,0.315241,0.012034,0.058443,2.614242,0.987139,0.711508,0.600010,0.461211,0.349342,0.310868,0.309075,0.329802,0.329159,0.311264,0.333393,0.297206,0.017737,0.009191,0.025655,0.019289,0.044381,0.013838,0.045687,0.003793,0.006581,0.008108,0.015107,0.009270,0.013773,lapel-speech
0.092681,0.012076,2.921801,0.161693,0.155801,0.771194,0.011585,0.149927,-27.118115,0.108788,-0.225006,0.021491,-0.175089,0.549035,0.053086,-0.242119,-0.057671,0.294421,0.172907,-0.009343,-0.212776,0.003499,0.002396,0.008142,0.003604,0.034699,0.004211,0.042994,0.004989,0.010209,0.009678,0.006766,0.004195,0.019736,0.079875,0.017368,0.354421,0.072239,0.035099,0.645235,0.013139,0.138503,2.681317,0.897107,0.831822,0.540271,0.476803,0.300555,0.360006,0.275689,0.268407,0.238501,0.263418,0.236369,0.248463,0.004230,0.002861,0.009283,0.005261,0.038993,0.007338,0.061336,0.008576,0.016257,0.011822,0.009137,0.006812,0.016845,lapel-speech
